0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,A
-0.002966,0.063966,-0.093238,-0.007842,-0.141626,0.160445,-0.140665,A
-0.074596,-0.161867,-0.057316,-0.124179,0.090034,0.058868,0.109658,A
-0.167659,0.079682,-0.148947,-0.168451,-0.049335,0.162445,-0.184491,A
0.148948,0.017699,-0.029788,-0.064893,0.083201,0.064103,-0.030969,A
-0.089603,-0.186488,-0.027349,0.119080,-0.097717,0.114089,0.139456,A
-0.038286,-0.130308,0.032266,0.006820,0.179899,-0.088384,0.170531,A
-0.163243,-0.060189,-0.011758,-0.096905,-0.139452,0.091462,-0.154381,A
-0.066878,-0.013944,-0.133604,-0.168619,-0.152162,0.066194,-0.141185,A
0.187441,-0.068370,0.069381,0.053956,0.166407,-0.030975,-0.165769,A
-0.058388,-0.129459,0.120111,-0.185895,-0.088230,-0.125863,-0.088816,A
0.141087,0.166541,-0.104051,-0.116476,-0.173809,-0.166616,-0.104442,A
-0.179256,0.002106,0.088605,0.062669,0.062001,0.065950,-0.063909,A
-0.094455,-0.174814,0.087076,0.040894,0.063075,0.114110,-0.023047,A
0.041839,-0.042373,0.082217,-0.039153,-0.060792,0.037112,-0.112600,A
0.015628,0.091948,0.162087,0.142514,-0.106211,0.183683,-0.068728,A
0.062512,-0.111998,-0.095434,-0.130607,-0.134208,0.139001,0.022931,A
0.126491,-0.032857,-0.144522,-0.075974,-0.184735,0.066792,0.116812,A
0.179619,-0.153842,-0.134091,-0.150827,0.170194,-0.182792,0.028419,A
0.041578,0.000484,0.155016,0.186011,-0.080029,-0.018127,-0.174591,A
0.074697,0.061012,-0.101673,-0.066115,0.060157,-0.023492,0.108948,A
0.130527,0.104344,0.010004,-0.084065,0.145193,-0.069481,-0.118513,A
0.109246,0.027081,-0.179125,-0.048328,0.076949,0.049703,-0.176821,A
-0.062672,-0.024898,-0.004924,0.064232,-0.116937,-0.031986,0.122444,A
0.115640,-0.003162,-0.109488,0.084204,-0.170108,0.101109,0.004520,A
0.052823,-0.002463,0.064621,0.051521,0.130219,-0.091619,0.039311,A
0.123438,-0.037467,-0.119838,0.057966,-0.068777,-0.031712,-0.017137,A
-0.094500,0.056400,-0.159389,0.120206,-0.107881,-0.133074,0.170398,A
-0.071248,0.096401,0.139212,-0.151230,-0.143430,0.015412,0.004251,A
0.148766,-0.098711,-0.115377,-0.181371,0.087046,-0.146439,-0.031487,A
0.042692,0.010761,-0.061024,-0.008111,0.182870,0.016087,0.109548,A
-0.182181,-0.080084,0.172548,-0.094783,0.150120,-0.071564,0.094763,A
0.093027,-0.041543,0.154761,0.014473,-0.070884,-0.145164,-0.028124,A
-0.029010,0.113432,0.168282,-0.092574,-0.020615,0.088972,0.026858,A
-0.117357,0.131001,0.160736,0.022716,-0.018999,-0.107271,0.066372,A
-0.008895,0.022824,0.022121,-0.176310,-0.149021,-0.059333,-0.015577,A
-0.028800,0.150240,-0.059819,0.121205,-0.032657,-0.003038,0.165380,A
-0.151894,-0.147257,0.037428,-0.092062,0.018889,0.141591,0.022076,A
0.087164,0.116926,0.042137,0.047148,0.126397,0.180787,0.149670,A
-0.040115,-0.157819,0.012666,0.030320,0.118979,0.133222,0.022751,A
